id	titlescore	titlestd
1qgq6v	54.1666666667	37.5651286287
1qgqwq	null	null
1qgsh2	null	null
1qguq2	374.875	294.219491834
1qgutu	115.272727273	86.3998010405
1qguwv	322.428571429	304.681734247
1qgvhm	42	0
1qgvs4	91.4217687075	278.650682869
1qgvx1	136.5	86.6299601754
1qgvyv	302.919191919	323.298301031
1qgvzb	68.8974358974	379.056913044
1qgwmi	150.129032258	321.141988689
1qgxyo	164.95890411	195.189296133
1qgy9s	358.5	853.035225623
1qgyju	223.443396226	247.814145217
1qgzgd	393.727272727	406.562649841
1qgzk5	453.659722222	532.088484225
1qh1jk	217.038123167	370.171191689
1qh1me	239.908675799	482.993368898
1qh1tz	114.125	165.68376316
1qh25a	94.2476190476	211.298334835
1qh2cj	352.942622951	584.727192929
1qh2og	71.6111111111	135.772333497
1qh2v0	397.105263158	504.653908998
1qh464	413.101851852	510.944748405
1qh4cu	261.529411765	416.156237297
1qh4fr	162.338461538	216.197614512
1qh4qp	382.045454545	599.612790002
1qh529	65.5	71.3660083153
1qh5h0	68	0
1qh5l5	null	null
1qh5yi	487.57	528.191087676
1qh65p	304.727493917	397.758945571
1qh6vs	40	15
1qh76g	190.414285714	205.449471915
1qh85u	201.49	366.159213867
1qh8y7	null	null
1qh9i9	134.49	244.419577571
1qhabu	10	0
1qhasc	35.3666666667	92.4591741737
1qhaxb	76	0
1qhc05	254.64	204.922937711
1qhd07	87.0666666667	168.093809788
1qhdve	93	14
1qheh3	181.116504854	352.688765156
1qhehl	253.151515152	369.174163372
1qhfb9	98.8222222222	138.474913715
1qhg21	null	null
1qhi2v	235.853046595	336.260486239
1qhi3v	78.4	100.742443885
1qhil7	233.877192982	448.260754714
1qhjtw	null	null
1qhldv	315.996153846	405.639291244
1qhlsn	85.0714285714	138.405441824
1qhm99	197.285714286	382.555958292
1qhme1	175.317073171	301.037878216
1qhn98	234.119205298	477.179613082
1qhnjg	136.111111111	118.702657879
1qhnvg	198.888888889	457.377899783
1qhper	null	null
1qhpv1	88.2168674699	272.398717696
1qhqi6	324.333333333	286.66627907
1qhqko	124.88	256.21499878
1qhqqb	196.833333333	374.034943406
1qhu6p	113.136363636	259.557192061
1qhu7y	369.03030303	430.667216778
1qhue3	109.006944444	242.67191777
1qhuze	192.016393443	298.215649324
1qhv4y	null	null
1qhval	97.3979591837	147.060846757
1qhvgk	53.9090909091	76.2525165551
1qhvof	190.383838384	370.849794175
1qhvp4	124.516129032	125.861129557
1qhw1z	372.4375	488.730238571
1qhx3a	438.80733945	595.968150388
1qhxl3	223.049751244	261.442130451
1qhxlw	95.6	169.165323476
1qhxtb	300.166666667	418.084886383
1qhy6s	374.666666667	572.685098656
1qhyta	199	390.877698264
1qhz10	237.21875	405.455073629
1qhzcy	280.871287129	451.515899161
1qhzo7	205.026666667	391.009530091
1qhzof	134.010869565	222.717740449
1qhzym	153.154639175	309.323050034
1qi0in	249	371.854474223
1qi0xh	13	2
1qi13f	142.75	211.53826486
1qi196	179.272727273	225.149280139
1qi1l0	220.322751323	382.642505958
1qi1t4	31	0
1qi38j	145.962962963	311.632675684
1qi41o	null	null
1qi43o	268.948275862	320.900748563
1qi4ar	331.818181818	510.881024787
1qi7ls	181.666666667	240.562997062
1qi8u4	206.5	147.704942368
1qi9gt	111.277419355	222.166910096
1qia4v	116.344827586	218.489134246
1qibsv	null	null
1qibwk	747.93	563.413582637
1qic1t	301.627777778	390.44562903
1qicbr	237.666666667	62.0555306874
1qicc1	171.264150943	147.306656262
1qiczc	null	null
1qif59	70.4207920792	223.460888029
1qiffa	215.129032258	236.966547515
1qifxp	73.3333333333	76.7955438522
1qig9x	308.916666667	240.718527999
1qih1c	200.842519685	263.121882036
1qiiql	44.0833333333	41.4275639587
1qiixp	142	129.639500153
1qij2m	152.38071066	237.026679801
1qijd8	573.37	600.667872539
1qijl1	129.292929293	210.984189772
1qik1n	565.99	551.13347739
1qik5w	160.046666667	219.873761862
1qikja	352.666666667	145.305043118
1qikwz	261.977099237	444.51353401
1qikyc	106	0
1qil88	333.444444444	425.652516844
1qimeo	123.8	154.095295191
1qimeq	266.5	208.943174093
1qimib	764	0
1qio9t	330.683673469	408.276406895
1qioe3	108.028938907	255.594928845
1qiooz	null	null
1qioxl	96.0306122449	175.498093139
1qipad	467	522.4293679
1qiphx	198.916666667	353.703726852
1qipmv	125.5	121.450607244
1qipum	519.6	856.480145713
1qiqcd	322.95862069	491.862188098
1qir1g	null	null
1qirr0	282.2	427.68383615
1qisqc	206.070707071	354.744416533
1qitlm	60.2588235294	248.389028504
1qiuxs	312	390.204305461
1qivau	173.808823529	334.732169378
1qivv8	338.571428571	386.670349502
1qivwg	86.5	76.5
1qivyi	245.535353535	328.856000329
1qixjf	null	null
1qiz2c	189.493150685	190.409373207
1qj0pa	39.7272727273	49.0585752102
1qj17f	69.2573529412	232.463174281
1qj1ed	131.733333333	111.871632786
1qj3ex	389.333333333	215.167893103
1qj57k	156.545454545	218.074784352
1qj5i1	65.8333333333	55.5380250119
1qj6f2	168	135
1qj6k0	311.83	616.506886498
1qj77a	107.5	100.879879064
1qj7fw	60.5	51.5
1qj7kf	239.785714286	432.152449716
1qj8ec	208.297297297	389.854156019
1qj98i	285.482758621	575.629827214
1qj9en	34.9489795918	250.707381771
1qj9jl	189.766233766	237.23055234
1qjadl	61.6464646465	97.4415456093
1qjah0	427.836363636	501.802306732
1qjapv	54.5555555556	118.135933422
1qjato	195.051020408	416.541429756
1qjb3b	352.166666667	192.073264378
1qjd1h	122.661417323	213.247710771
1qjd8m	390.6	476.712533924
1qje3c	20.6666666667	18.6160026739
1qjebw	55.6666666667	73.0859463615
1qjeo8	null	null
1qjf8p	308.949152542	400.954246952
1qjfan	38.3333333333	43.2938281462
1qjfiq	458.111111111	413.013167518
1qjfor	183.953846154	353.291410802
1qjfuh	217.666666667	116.052670035
1qjg67	78.6666666667	62.4597648268
1qjgfe	351.02173913	588.113767799
1qjgj4	303.666666667	252.415442387
1qjgk1	335.677419355	432.1544965
1qjgqu	199.766743649	432.380876922
1qjgz7	213	174.431648505
1qjhcg	256.245989305	467.423651488
1qjhdd	198.1875	288.96976891
1qjhj6	162.333333333	12.2565175406
1qjic6	250.18	397.986215339
1qjicf	82.75	71.1771557454
1qjj20	null	null
1qjje8	375	660.717034743
1qjl8r	409.216981132	683.549379932
1qjl99	196.514754098	502.016648485
1qjlf4	15	0
1qjm6r	212	189.598259486
1qjm75	378.743589744	599.707010428
1qjmgs	221.161016949	258.022071397
1qjmw8	235.561797753	482.275876923
1qjna1	206.220472441	249.971302712
1qjndn	91.4020618557	205.07200947
1qjo4j	208.710526316	459.809451832
1qjooq	288.818181818	479.663483967
1qjor7	127.651162791	198.489515126
1qjpvi	404.857142857	488.270834848
1qjqp6	null	null
1qjson	241.255319149	336.143172896
1qjuyi	645	776.487389895
1qjv52	428.645454545	424.19263605
1qjv62	226.8	160.08422783
1qjvex	null	null
1qjwll	137.732758621	314.429460259
1qjwrq	385.184210526	582.513060855
1qjx3r	null	null
1qjya7	140.285714286	183.220175344
1qjz3i	462.304347826	694.17463877
1qk0wn	401.124293785	829.079570188
1qk16s	88	50.0066662223
1qk16t	null	null
1qk1bx	66	0
1qk1mr	324.733333333	286.161368617
1qk2kl	null	null
1qk3cy	620.976744186	653.143792294
1qk3ei	186.141304348	503.442919814
1qk4cr	80	76.2135158617
1qk546	242.34375	323.061875785
1qk5yy	162.9	276.306152664
1qk62t	206.642857143	405.021226453
1qk6ce	275.914285714	318.074298427
1qk6fq	99	137.511557956
1qk6h3	271.404040404	426.450724691
1qk7pl	null	null
1qk829	12.75	8.496322734
1qk89v	314.800653595	354.398472421
1qk8o3	194	132
1qk8x5	226.888888889	389.418133378
1qk94k	592	1040.72062945
1qk9ka	134.854166667	234.716938529
1qk9l4	37.6603053435	131.057716543
1qkb9b	183.333333333	81.1021304008
1qkbc4	163.433333333	292.497622023
1qkcjj	174.61038961	200.717489376
1qkcp6	297.045045045	316.607335951
1qkcqj	21.7142857143	14.1089058573
1qkcxh	373.833333333	360.381009797
1qkd58	123.2	55.826158743
1qke3n	238.105263158	244.547034489
1qke7l	200	0
1qkexw	427.5	315.5
1qkf2s	null	null
1qkfcn	233.666666667	424.815274083
1qkfh8	241.195652174	425.199422244
1qkgre	203.319327731	283.351518266
1qkh6w	138.509090909	321.295099288
1qkhk5	176	76.1642960973
1qkj2z	69.6	92.8926261874
1qkjc1	68	89.929602097
1qkjvk	221.862275449	579.786559077
1qkkar	219.666666667	506.283407677
1qkkpg	13.3333333333	2.0548046677
1qkktg	49.2857142857	41.1190407257
1qkkw2	null	null
1qkl7l	62.25	24.3554408706
1qklmz	83.3887147335	151.577388486
1qkm3m	211	0
1qkmsi	45.9375	230.069070811
1qkn9u	187.772727273	185.670390212
1qkojy	48.5555555556	87.3861870035
1qkp0e	242.211538462	284.611904215
1qkp6q	72.5862068966	96.3522693544
1qkppf	365.5	324.963459484
1qkrjx	244.95	185.185602842
1qkrk6	47	0
1qkruq	221.340206186	377.94661944
1qkrwx	195.872727273	342.365464196
1qks38	null	null
1qksyk	160.625	326.636369237
1qktak	null	null
1qktqz	524	493.141460435
1qktu7	383	10
1qkvim	56.7666666667	64.2737288651
1qkw1r	103.5	100.545387761
1qkwn7	109.6	183.747870736
1qkxho	133.666666667	78.1636459971
1qkxvl	null	null
1qky67	199.102409639	290.714028108
1qkynm	6.1666666667	6.986097305
1qkzil	null	null
1qkzla	76.1666666667	144.688778392
1qkzr6	287.155405405	347.66137052
1ql02x	29	9.4162979279
1ql06i	475.8125	893.921642172
1ql0ct	49	41
1ql0i8	287.668292683	464.010856916
1ql0l2	74	0
1ql2vn	36.7	50.8764188991
1ql3fj	262.08490566	409.836233237
1ql3ma	32	0
1ql53e	158.223756906	240.029929509
1ql6t5	388.636363636	573.177058592
1ql6wj	162.888888889	369.025275992
1ql841	138.03960396	239.376910671
1ql896	205.290322581	291.570006926
1ql8ho	null	null
1ql8jb	262.5	35.5
1ql8ty	281.846153846	348.477754759
1qlaat	724.010471204	598.565825128
1qlbm4	492.59	586.379145178
1qlbrx	220	0
1qlcph	378.232323232	339.021641343
1qldq3	196	0
1qldws	244.696969697	315.268955391
1qleo4	444.327956989	550.255380566
1qlevx	290.887850467	487.666546238
1qlgbe	156.223602484	290.572020453
1qlgfe	193.125	133.701568334
1qlgtf	48.25	22.8185779574
1qlhvr	28	10.677078252
1qlhx3	342.079295154	479.013839079
1qlj6o	118.363636364	338.508297932
1qljwr	740	0
1qlkcd	89.3636363636	151.979826847
1qlkcj	20	0
1qll1x	126.333333333	136.567036856
1qlmhr	413	381.621103539
1qlml0	518.666666667	688.464152218
1qlmrr	331.798701299	439.85017195
1qln4z	235.125	153.240364705
1qlnil	269.62295082	464.751887409
1qlnn3	155.093457944	418.885158859
1qloyn	71	0
1qlpj1	328.681818182	487.630609049
1qlpkw	null	null
1qlqhz	12.6666666667	8.956685895
1qlqpu	92.5344827586	213.510656725
1qlrym	189.775510204	247.858152761
1qlsba	218.454545455	407.182416935
1qltch	141.333333333	149.310266076
1qltjh	384.555555556	548.01368084
1qlu8k	503.26	652.845550188
1qlv36	373.593908629	693.903186363
1qlvn7	650.833333333	1081.66036208
1qlvnk	178.8	162.201602951
1qlwgg	205	333.544533824
1qlwsb	259.571428571	468.981223244
1qlxo4	185.323232323	194.527234638
1qlzjs	275.115384615	436.796848302
1qlzxa	29.8181818182	94.2438663049
1qm11a	153	113
1qm1jh	36.9609375	62.0938556672
1qm1z4	31.8487394958	74.3353336317
1qm353	106.8	71.1910106685
1qm3dq	76	29
1qm3on	71.3621908127	319.783519838
1qm3u5	6	0
1qm4ol	105.125	70.2058357617
1qm84c	164.564516129	314.233347441
1qm8be	4	2.1602468995
1qm8jx	283.4	304.650356967
1qm8p7	210.406162465	360.475464522
1qmaau	277.416666667	479.336600302
1qmamc	null	null
1qmb0n	null	null
1qmb67	160.151724138	334.187709612
1qmb72	288.125	334.199954182
1qmbkg	122.124031008	211.68222519
1qmc2g	1027.3	384.560541398
1qme1x	228.729411765	384.578191797
1qmfi2	154.629310345	183.12735959
1qmfkp	119.685185185	214.514121444
1qmfpg	56.8125	74.2144011884
1qmfqq	88.2222222222	65.824307867
1qmh1e	null	null
1qmh1s	null	null
1qmhxz	null	null
1qmi04	60.3571428571	97.8925118564
1qmi1a	120.4	103.614863799
1qmi26	147	0
1qmia4	94.3232323232	215.623963187
1qmik3	366.418367347	534.348887088
1qmisk	175.721264368	264.060109202
1qmj02	513.275510204	599.181257381
1qmjey	105.427083333	206.975831157
1qmjte	325.414772727	603.392043903
1qmjuy	1073.8	1822.94162276
1qmkcu	220.572916667	323.159040592
1qmkpx	288.480769231	310.324426416
1qmks8	125.323232323	208.936597037
1qmkyh	273.6875	318.924308957
1qmm93	91	0
1qmoi6	380.205607477	496.856167501
1qmppj	17.6666666667	10.0111049451
1qmpyg	122.564356436	231.713266641
1qmqmb	179.4375	361.260677827
1qmqn2	208.041666667	331.830777552
1qmr4d	142.7	201.48327474
1qmr66	108.931034483	240.23823392
1qmrck	226.512195122	491.314651979
1qmski	255.943722944	492.222050112
1qmt9k	86.2424242424	193.949232705
1qmu0p	180.080808081	360.328152256
1qmuhb	538.285714286	522.56201663
1qmvbd	277.3125	407.112502687
1qmvjy	1092	0
1qmwbi	292.238970588	338.27053363
1qmwmy	285.31884058	390.285383981
1qmwoi	288.757575758	489.865908078
1qmy0a	264.1	381.319669044
1qmy35	351.827586207	576.650259687
1qmyot	23.3333333333	20.0055547842
1qmzvm	278.814285714	519.000228265
1qn0h5	332.125	443.844690601
1qn0nl	null	null
1qn0y4	null	null
1qn15m	185.675	329.912896648
1qn1ge	422.5625	569.065897848
1qn1ph	240.068965517	466.975202844
1qn1qc	157.114285714	339.183833125
1qn392	242.285714286	181.547879781
1qn3de	205.363636364	397.791327829
1qn3fi	415.680555556	481.684236311
1qn3uj	256.529411765	237.661924404
1qn3z0	185.961038961	278.547925022
1qn429	275.68452381	364.805935688
1qn4l1	145.071428571	191.791974714
1qn573	265.425925926	314.855557821
1qn5q0	153.130434783	336.866675259
1qn5zp	235.35	324.378894967
1qn65m	57.2941176471	72.024313465
1qn6bu	16.4	8.5463442477
1qn6xb	269.125	619.875277274
1qn886	572.125	770.527649974
1qn88u	108.018656716	205.823925864
1qn8ob	528.5	472.027806384
1qnchi	186.941176471	210.662950926
1qndv1	136.803278689	236.262483905
1qng8z	44.8	48.3338390778
1qngys	null	null
1qnj81	312.430769231	342.602257356
1qnlcg	255.133333333	436.077648539
1qnll4	138.198895028	253.067663301
1qnlrc	190.5	24.5
1qnlst	145	0
1qnm1q	195	340.039098098
1qnmct	107	90
1qnmdk	216.181818182	263.78704158
1qnmmw	152.06557377	133.010275562
1qnmy2	187.797297297	355.937626624
1qnn1m	15.5	5.5
1qnnna	104.5	49.5
1qnocp	82.4245283019	247.572895616
1qnod8	194.95	449.33124474
1qnot0	257.164383562	376.720382977
1qnp13	869.5	633.5
1qnpxa	100.43877551	189.092897282
1qnqma	264.808080808	363.070371251
1qntfy	102.555555556	151.609028157
1qnvhh	308.705882353	370.728974209
1qnw8e	212.461538462	283.713321014
1qnwh3	34.4235294118	188.13095417
1qnz8a	210	173.416646644
1qnzkj	233.2	420.232031145
1qnzwa	63.112244898	131.541634804
1qnzzo	151.709006928	279.680151095
1qo1ad	null	null
1qo1t0	48.5	37.5
1qo21a	249.926315789	415.813400511
1qo365	335.458333333	358.323989704
1qo5kq	234.9	352.031944573
1qo72k	54.1666666667	56.7286425793
1qo8fk	100.833333333	114.507277789
1qo8zk	330.090909091	584.14575618
1qo96b	169.421052632	340.821347829
1qo9cn	285.186046512	459.522186412
1qobfm	304.95	388.040587439
1qoc69	null	null
1qocb4	344.940972222	530.142728412
1qod8r	158	219.293855071
1qodto	178.340163934	216.631181308
1qoece	299.585714286	384.413356125
1qoeh0	202.444444444	327.122169197
1qoeh6	248.828571429	513.886451366
1qoeqy	60.7692307692	92.1371501506
1qoetf	null	null
1qof0q	94.8324324324	168.45071146
1qof27	54.5882352941	71.2309627737
1qofy3	443.642857143	579.166224245
1qog1g	89	59
1qogdh	132.2	345.789955512
1qohhj	174.647727273	241.434352068
1qohi4	232.4	426.843005227
1qohjv	1200	0
1qohr1	194.333333333	397.539833466
1qoi9u	77.5	26.5
1qoier	1.5	0.5
1qoikx	346.1875	516.936071815
1qojzn	152.32	354.457380714
1qokgn	202.476190476	214.534627918
1qolc6	111	57
1qolji	90.75	134.424467639
1qolzi	null	null
1qomjs	32	0
1qomjx	360.707070707	364.540038192
1qomz7	null	null
1qon92	126	66.5855567194
1qonc9	303	366.761007147
1qonsw	141.743362832	251.545937984
1qonyj	46.3333333333	23.0988215188
1qoocs	515.5	497.295267757
1qooq0	115.170212766	121.082584645
1qopj8	226.52	225.731897613
1qoptj	189.833333333	230.024938262
1qoq2a	148.256410256	449.313810233
1qoqkw	268	0
1qoqp1	28.8	33.9434824377
1qorp6	59.8333333333	50.9948254456
1qotmj	23.36	96.8862756019
1qou04	601.833333333	517.37330709
1qou1o	199.888888889	229.835260379
1qou5x	211.732620321	230.61508815
1qoua9	5.8333333333	6.7185481236
1qov6a	150.858585859	240.514306263
1qovcd	316.086538462	392.892971103
1qovcs	218.14	297.297797503
1qovdm	35.8333333333	24.2996341994
1qovsz	92.5833333333	225.957760925
1qow 	141.714285714	293.13756609
1qow4e	262.922131148	438.938947548
1qow8p	231.22	284.628885939
1qox6x	211.86	247.668004393
1qoyl5	null	null
1qoym4	139.052631579	120.260451426
1qoyn2	98.1904761905	349.920050356
1qoz5t	3	0
1qozjx	198	324.082551212
1qp04l	151.678571429	425.4465766
1qp0l7	512.224489796	688.785185117
1qp1jf	299.440677966	428.047727071
1qp2ct	1172	0
1qp2po	284.636363636	399.090720416
1qp37f	233.110787172	283.459263223
1qp38r	338.982758621	442.87935196
1qp38u	111.333333333	89.5072933093
1qp3aa	240.843283582	477.455207784
1qp3aw	171.714285714	162.235320814
1qp3bg	194.739130435	312.87464046
1qp3hq	56.4285714286	81.350840092
1qp3n8	273.797829037	369.128808376
1qp45n	933	0
1qp46e	null	null
1qp4p3	481.75	583.920155073
1qp50v	266.375	379.277632924
1qp59o	259.765306122	326.794505768
1qp5v5	303.843434343	392.557723649
1qp6m0	214.178571429	403.23044223
1qp7u2	82.404040404	167.967584607
1qp8fy	38	0
1qp91y	90.3333333333	51.4867836332
1qp9qk	127.732447818	208.025894586
1qpage	1183.76	747.739153984
1qpb31	563	825.61435711
1qpbb6	41.5046728972	130.315244934
1qpccj	261.333333333	574.526084893
1qpcnb	501.781914894	626.021480405
1qpd1o	181.03030303	290.643259224
1qpd3k	331.666666667	355.051482965
1qpd4t	79.8	221.828559929
1qpd7s	178.13559322	397.10389955
1qpd98	241.262626263	302.189136902
1qpeck	339.684210526	588.292359526
1qpedy	26.5275590551	144.085157824
1qpegr	5.3571428571	5.0935132817
1qpeh9	137.826086957	384.476378593
1qpexq	320.404040404	495.873617802
1qpfkq	450.25	649.253754321
1qpfl7	206.836477987	438.212993131
1qpflz	299	185.980285694
1qpfn1	205.810958904	289.695456323
1qpfvi	412.142857143	780.014730368
1qpfzu	5.9444444444	8.2493920464
1qpg4y	46.6666666667	19.0671328614
1qpgki	230.114285714	233.132674848
1qphqy	105.416666667	123.772276334
1qpidc	92.0196078431	254.903595017
1qpiqm	68.9393939394	85.7425460649
1qpivx	431.821428571	586.390475316
1qpj8d	17.75	8.8705974996
1qpk48	214.219230769	446.867690382
1qpk6j	175.468085106	313.634958637
1qpkhd	318.012048193	599.792423812
1qpkpt	140	99
1qpkrb	241.616161616	283.134108463
1qplni	30.5440414508	118.07018804
1qpmiz	null	null
1qpn43	64.9326923077	121.690912405
1qpnc9	222	0
1qpnm5	122.124031008	211.68222519
1qpns8	null	null
1qpnvf	1	0
1qpojf	38.4	27.8395402261
1qpolk	159	316.109973192
1qpp16	16.6117647059	58.8684663651
1qpp2c	85.9230769231	103.583828214
1qppg3	null	null
1qpqym	170.058510638	199.814466555
1qpr79	175.625	286.88117018
1qprf5	243.072222222	325.780021735
1qps9c	32.3953488372	71.3211340657
1qpspf	65.2857142857	56.8901555273
1qpt8k	308.909090909	789.04619689
1qpuke	14.3333333333	11.9536140514
1qpuvm	126.305555556	443.876269637
1qpv4c	36.5	7.5
1qpvmc	62.1666666667	60.0289282115
1qpvml	29.5505617978	149.317022761
1qpvtv	5.0909090909	9.2584560411
1qpvw6	102.348591549	219.89099804
1qpw01	34.4444444444	57.3432377319
1qpwg7	5	0
1qpx4x	22.5	10.5
1qpyw6	6.5	2.5
1qpzpu	147.353535354	257.163168465
1qq0j6	288.725118483	340.497072225
1qq0y5	8.7083333333	14.7661752176
1qq1o4	233.26	395.548799012
1qq1se	17.7777777778	11.9329401963
1qq2v0	294.34939759	485.779969869
1qq343	232.831578947	379.653793888
1qq3ju	null	null
1qq65t	121.023809524	122.874595014
1qq6gw	75.2931034483	348.748155779
1qq742	341.142857143	557.506676083
1qq75s	214.064705882	444.560313438
1qq7et	194.239130435	301.349129564
1qq7lu	340.253424658	600.816485688
1qq7y1	115.707070707	301.401716983
1qq8ia	282.907834101	384.519055377
1qq90l	190.613138686	245.872682268
1qq90t	55.6470588235	130.493042941
1qq95t	177.027027027	230.09292911
1qq9mi	96.7777777778	196.34513219
1qq9np	194.783505155	292.587205321
1qq9vb	17.1829268293	57.7570876337
1qqa7s	214.893617021	390.899575395
1qqahe	196.97	221.438906022
1qqar4	112.173913043	488.903267055
1qqb23	3.6666666667	2.6874192494
1qqbev	214.0625	299.019049438
1qqc11	50	0
1qqc3s	205.333333333	210.318805626
1qqcqr	346	171.04970038
1qqd6p	59	0
1qqdrc	116.6625	434.135806625
1qqe9b	37.5913461538	166.126172283
1qqedz	2.9090909091	2.2745447279
1qqegs	7.9166666667	12.1206320884
1qqekg	229.904761905	410.951575345
1qqeld	165.920863309	280.085779891
1qqf0w	null	null
1qqfbe	142	111.069647819
1qqfe1	91	41
1qqfv6	36	0
1qqhbm	10.152173913	19.8723834934
1qqhd5	323.99009901	546.39385742
1qqhkb	76.1458333333	206.334476597
1qqhl0	131.672268908	267.086588082
1qqhs4	97.824742268	146.325228097
1qqibb	397.5	615.569857937
1qqipp	239.848484848	337.030177699
1qqiq6	null	null
1qqj2c	154.316455696	334.474443
1qqj3v	9	7.2571803524
1qqjq8	63.8888888889	135.977485428
1qqka2	3	0
1qqllb	58.1755725191	225.178384958
1qqmjy	49.4	45.6534774141
1qqmqn	117.75	109.183045845
1qqnjl	7	0
1qqnt0	543.623853211	505.857175858
1qqorl	84.7159763314	277.36983585
1qqpak	223.263157895	223.065447584
1qqpv3	67.5	58.3649914094
1qqqva	35.8673469388	68.987522941
1qqruk	30.1794871795	133.900627485
1qqrxl	null	null
1qqt8q	5.6875	4.4401400597
1qqtwf	403.473684211	449.707667435
1qqtzb	null	null
1qqual	112.777777778	185.145236769
1qquy6	61.9787234043	225.892476402
1qquyw	168.8	226.308550435
1qqv1k	98.6666666667	273.692273032
1qqvup	5	3.4641016151
1qqw6j	236.902173913	278.955702412
1qqw7a	123.548387097	230.449468075
1qqw7h	369.192139738	441.380751109
1qqwcj	89.6666666667	94.043725055
1qqwj5	234.204301075	300.821565342
1qqwlg	225.909090909	193.612759978
1qqwwp	157.897959184	194.766552559
1qqx2x	48.875	115.792311381
1qqxas	229.96969697	444.538836166
1qqxin	220	0
1qqyob	190.6	271.285637554
1qqyyu	141.333333333	192.108187112
1qqzb6	301.34375	407.898126787
1qr0a6	141	215.170497181
1qr0n2	5.5	1.5
1qr0zn	99	301.563923572
1qr18o	300.483870968	570.089233025
1qr1n9	436.705882353	905.022246376
1qr1tk	null	null
1qr2u3	179.2	362.821176551
1qr32k	312.44	435.579598237
1qr32l	240.110294118	321.92846467
1qr3bn	276.773584906	359.074709287
1qr47w	89.9880952381	253.693923855
1qr5jw	267.625	224.909947257
1qr5tb	177.388888889	358.70757804
1qr6el	65.5	66.5646302476
1qr6yy	13	0
1qr7mp	251.75	382.783734634
1qr9hf	193.536082474	450.879016892
1qr9mt	363	302.279120461
1qr9q6	7.8214285714	14.7262001001
1qra44	247.104895105	435.183920821
1qraab	2.5	0.5
1qralw	206	0
1qrbjs	318	197
1qrbwe	38.8695652174	128.667182515
1qrcna	93.6666666667	195.178266094
1qrd06	52.5327102804	119.814991164
1qrdc9	7.2307692308	16.2187949511
1qrf0d	227.444444444	372.024225947
1qrft8	5.7142857143	7.1656778309
1qrfxl	324.68503937	581.331470637
1qrgip	20.4943820225	69.2294870597
1qrihw	71.5769230769	195.625362733
1qrj7i	122.181818182	100.908435706
1qrjo6	16.1111111111	40.6569508734
1qrjwh	492.367647059	719.282810788
1qrk3f	76.125	63.7719325017
1qrkkz	172.222222222	150.78224017
1qrlh3	445.9	583.661434395
1qrlzl	null	null
1qrmcw	101.741935484	242.241410879
1qrmyc	157.716049383	346.216596537
1qrnaw	55.6666666667	52.4822721392
1qrnoi	113.882352941	279.370696672
1qro8w	58.8611111111	167.418164549
1qrots	319.263157895	440.009430773
1qrpi5	187.447761194	201.789330338
1qrpla	76.25	255.965905235
1qrpvj	77.6129032258	128.002942864
1qrq75	294.094405594	476.434442291
1qrqi6	243.333333333	303.866564283
1qrqn5	142	152.587679712
1qrr82	null	null
1qrroa	164.942857143	202.973271924
1qrrpc	501.68	605.675752858
1qrrw3	28.9735099338	90.4718277485
1qrs9a	49.875	129.585818572
1qrsy2	311.96969697	375.275506998
1qrtgd	21	0
1qrttc	232	152
1qrty1	146.888888889	233.199697181
1qrwcb	208.686567164	247.387405956
1qrxnv	175.325	287.22007133
1qrxq2	null	null
1qrzde	163.362637363	372.435480554
1qs00e	156.681818182	199.491714652
1qs12z	122.085271318	211.703025541
1qs3cd	317.884816754	414.319283172
1qs3hz	54.95	119.747193525
1qs4ws	497.8	672.829517783
1qs5v1	245	326.365940736
1qs5zy	93	0
1qs7oq	89	106.498826285
1qs7vg	135.571428571	78.8177955665
1qs8by	null	null
1qs978	188	208.01922988
1qs9et	224.425641026	250.760767305
1qs9lr	374.529411765	590.028724889
1qsa0l	354.70212766	541.565458015
1qsbae	35	0
1qsbju	297.783783784	399.254347918
1qscvx	79.0303030303	157.805304832
1qscwt	197.86	271.389278344
1qsduz	684.20952381	753.240816425
1qsfzw	263.426229508	402.035101328
1qsg2e	113.525252525	210.261710104
1qsg8l	252.578947368	696.495159298
1qsgmn	82.1785714286	274.9705898
1qsgxm	5.5384615385	6.6055382896
1qshu3	272.260869565	575.302092091
1qshul	1004	0
1qsi38	132	301.669527491
1qsiik	30.9379844961	148.242978418
1qsiwf	116.113402062	327.244915259
1qsj3x	84.7326732673	359.28002513
1qsji8	13.2857142857	39.6219700445
1qsk9s	null	null
1qskht	32.3571428571	124.795322224
1qsl5m	145.068627451	333.59789285
1qsm05	6.3720930233	11.053828666
1qsm5i	2.3333333333	0.4714045208
1qsml2	80.25	110.040996148
1qsmuy	24.9702970297	89.3269060666
1qsmxq	139.547945205	299.469990314
1qsmys	21.4615384615	52.9144670993
1qsndq	271.717391304	439.806264811
1qsnmq	116.461538462	147.969131596
1qsnvr	103.5	101.5
1qsnvw	149.434343434	241.051533181
1qsodj	213.838383838	336.17028234
1qsoh8	27.9444444444	91.2179759466
1qsoms	247.307692308	301.159652169
1qsowa	75.8333333333	151.93575031
1qspiw	null	null
1qspo4	130.858823529	249.214349173
1qsqe7	26.8846153846	70.7059604293
1qsr70	129.666666667	198.965379456
1qsrbx	null	null
1qsrho	9.3548387097	13.4417462074
1qsrl9	137.956349206	211.853184786
1qst72	15.9166666667	22.903632657
1qstbn	null	null
1qstd2	119.867346939	180.186164374
