id	titlescore	titlestd
1m15pa	380.532388664	568.404801336
1m18pt	83.25	115.950150927
1m1bxg	143	282.904577552
1m1epm	246.333333333	308.534168826
1m1gqq	238.719298246	364.327872115
1m1mxv	206	161.247222198
1m1n4s	60.3545150502	202.67817564
1m1nsy	36.1166666667	114.543454879
1m1ny1	117.325	347.366477045
1m1qeu	133	0
1m1raj	497.2	747.863730903
1m2aza	271.333333333	228.546615717
1m2c4w	266.765957447	458.319419079
1m2e4k	452.876923077	489.048018439
1m2fwh	134.375	216.931980987
1m2gtz	180.444444444	240.48197489
1m2gyh	49.3125	111.321167546
1m2mvm	70.5982905983	197.311808417
1m2nrp	582.833333333	679.849350142
1m2rt5	157.424460432	484.27926093
1m3016	127.521367521	352.044276506
1m36ac	237.652173913	308.351945827
1m37dp	334.919191919	370.978849264
1m3dx6	214.6	248.834563516
1m3g9x	138.333333333	49.9822190606
1m3jxm	124.029411765	244.611274486
1m3k3v	312.39245283	609.682927755
1m3mxa	250.053763441	357.556984423
1m3nhp	319.923809524	502.00887291
1m3oob	53.108	231.930041901
1m3p8n	113.901639344	278.426945707
1m3qnn	89.9125	316.781951575
1m3uf4	162.020833333	371.202297136
1m3yql	44.8095238095	158.182095828
1m45ch	508.77184466	698.95529628
1m46z7	18	4.2426406871
1m4706	227.25	293.408169904
1m47ar	28.5	13.5
1m4bmr	236.222222222	296.351122242
1m4dgl	518.847014925	698.438040734
1m4f7j	27	0
1m4g3y	1605	684
1m5137	152.899563319	292.220162036
1m5cy0	194.397435897	312.758009992
1m5da2	13	0
1m5ipp	100.688172043	353.616278833
1m5ld4	68.9120879121	271.014725213
1m5rbb	202.432038835	436.77134355
1m5tx4	237.680412371	433.717223341
1m5x69	95.5272727273	260.883593306
1m61mr	321.248447205	450.119846443
1m627g	128.133333333	237.242735517
1m62ad	2.5	0.5
1m634t	844	1006.58233642
1m64u7	262.206349206	374.803214345
1m6afd	221.606060606	298.403388361
1m6c4b	179.046434494	476.682671512
1m6cuf	481.666666667	261.868075353
1m6iik	105.5	242.737455334
1m6kxz	174.225490196	191.006257308
1m6s1z	145	180.958558792
1m6tg6	656.117647059	589.586583209
1m6xfg	5	2.9760952366
1m715e	73.6180555556	227.652390857
1m795g	null	null
1m7dnc	110.535353535	365.77851976
1m7e7w	260.916363636	370.494407154
1m7gz0	110.334494774	296.145445764
1m7lnf	723.933579336	861.70356202
1m7vkv	83.25	73.4428632793
1m80vf	182.391812865	458.641642706
1m8cvl	79.1730769231	172.508831564
1m8m4u	14.5333333333	22.5443759924
1m8mxc	415	343
1m8myv	399	346.694870648
1m8nob	182.571428571	181.089446835
1m8o42	236.49034749	311.784406788
1m8pa9	218.458015267	425.204634337
1m8svu	897.5	1532.01721596
1m8vi7	69.5217391304	110.086475718
1m8x6e	351.530201342	468.197422322
1m8z27	89.1769230769	256.560218314
1m8zch	193.046511628	254.460117356
1m90p9	234	0
1m92fk	247.833333333	263.819014141
1m93ww	213.14953271	428.785043062
1m97wt	294	325.38246726
1m9afa	9	0
1m9azl	208.153846154	295.220607513
1m9g0p	204.441509434	288.735390668
1m9hla	264.151515152	332.73508022
1m9iv7	91.7777777778	276.462705233
1m9lc4	232.533333333	422.257983281
1m9s8x	null	null
1m9uv8	128.526315789	162.649133215
1m9ynk	707	0
1m9zhg	6.7291666667	9.9765132172
1m9zm6	513.666666667	663.16128422
1m9zrd	6.5714285714	5.3946307396
1ma2ym	717.333333333	902.784335019
1ma3ny	212.768115942	256.289077327
1maahx	182.766393443	364.927747646
1mabka	669	0
1macjb	536.434343434	538.024879482
1madgi	110.989690722	263.715462676
1mady7	26.75	19.6580136331
1mae50	129	173.763957838
1maem5	207.212121212	314.75731465
1mafni	193.126760563	349.641221728
1maocb	238.444444444	377.963091803
1mapg0	235.99	443.175326366
1mapsu	142.6	265.681463411
1maqww	14	0
1masj0	156.363636364	278.20341568
1mazju	261.727272727	520.036203444
1mb12q	50.8	131.806524876
1mb4rb	321.674698795	516.809965815
1mb8a1	150.772727273	187.331968785
1mb9g4	121	56.5154846038
1mbdrw	16.5	20.548722588
1mbfg6	181.126373626	276.032030446
1mbfo0	291.990196078	339.876375884
1mbftr	204.004032258	286.397387721
1mbftz	40.4018691589	134.179462739
1mbk09	33	0
1mbk89	289.222222222	587.595520806
1mbm1l	189.995901639	258.713011104
1mbnml	190.392156863	239.357916573
1mbpnw	150.739130435	290.836905946
1mbu10	137.805555556	188.725965275
1mbut6	395.072072072	482.517155774
1mbwnr	219.150943396	464.975162503
1mbwp7	493.475247525	599.516861489
1mbypx	200.622222222	283.863370021
1mbzgj	21	0
1mc2f3	280.537974684	535.787514987
1mc6uv	513	693.724729269
1mc7w0	142.37037037	237.458167567
1mccuw	48.3333333333	43.2768863123
1mcd2b	73.5	35.5
1mcf4m	347.947901592	680.71957769
1mcfwz	179.285714286	299.66920538
1mchbz	191.428571429	251.517029894
1mchog	106.734693878	324.78167081
1mcklk	210.586206897	345.421233822
1mclhs	115.1	90.8079842305
1mcp4o	161.142857143	120.169438201
1mcv2m	192.913385827	341.294248635
1mcyok	223.285714286	391.898753064
1md53w	12.375	18.5804837128
1md6nr	126.918367347	181.921471816
1mdc6j	109.35	204.122334643
1mdc8h	431.258928571	513.968553539
1mdcdu	53.6830601093	159.323151997
1mdgws	null	null
1mdh1k	65.4615384615	196.058513787
1mdi8a	7	0
1mdie7	null	null
1mdjdd	102.959537572	230.002446792
1mdje3	349.166666667	498.935338719
1mdk5s	75.8556034483	230.488626979
1mdkb9	5	0
1mdr0h	279.473684211	501.6686229
1mduov	59	0
1me1ek	null	null
1me63v	203.666666667	11.115554667
1mefjr	3	1.2247448714
1megg9	null	null
1mekze	222.852941176	256.316054023
1melv5	287.8	819.072011486
1melw8	186.304347826	375.106180305
1menmz	135.5	60.3841866717
1metwl	206.211340206	239.536002664
1mew4p	424.941176471	606.28497188
1mexge	152.142857143	170.29401346
1mextl	91.3472222222	296.64153263
1mf18y	64.2545454545	233.542615787
1mf19p	431.87195122	588.551240651
1mf3ix	227.5	310.900506593
1mf6ka	null	null
1mf7qn	161.036363636	295.229646432
1mfgyq	344.83	469.823414806
1mfj4z	407.31147541	600.114074975
1mfjkr	82.0245901639	309.134720392
1mfkkp	20	19
1mfksl	180.470873786	501.217378791
1mfl72	352.323232323	600.60467558
1mfo7n	132.504201681	426.865335543
1mfpds	202.473684211	302.791984949
1mfqh8	126.4	86.0525420891
1mft1t	331.111111111	441.124181167
1mftdw	62.4117647059	130.749450038
1mfu5a	271.285714286	366.252338573
1mfun6	179.62254902	353.796412713
1mfvfn	862.5	747.5
1mfvw6	185.111111111	116.62374872
1mg5x3	144.4375	209.407488151
1mg7dt	176.942857143	352.152235169
1mg8g8	70	0
1mgndp	203.494318182	293.86776164
1mgs43	336	609.068414329
1mgva1	163.94	381.688533231
1mgx7l	33.7380952381	89.1256628971
1mgx9m	null	null
1mh1lz	79.1542288557	271.416646715
1mh249	360.629032258	474.362697558
1mh2u3	96	0
1mh7zn	155.4	169.654472384
1mhamj	268.285714286	301.618355962
1mhavo	169.419753086	328.097202708
1mhqe4	554.97979798	616.312756426
1mhtwa	9.8076923077	12.1117210578
1mhutw	null	null
1mhvi3	204.875	363.444609776
1mhwax	16	10.6144555521
1mhwzo	57.4405405405	261.638564353
1mhypq	596.218468468	928.04893157
1mhz9j	349.958115183	483.039133537
1mi0gd	122.321428571	382.677078858
1mi0gp	234	471.452012404
1mi2l0	204.679078014	435.792749788
1mi3cq	302.25	284.655676505
1mi50d	274.169811321	465.269915002
1mi9a4	188.572727273	425.566284958
1mi9ha	257.454545455	451.906539742
1mi9wa	255.555555556	449.332304248
1mibdy	327.833333333	385.232577658
1midzg	320.166666667	320.644879717
1mim7s	96.6128318584	268.668147632
1mipvh	50	26.6395695661
1mitsk	299.888888889	188.417647466
1miwxc	328.448598131	425.038826894
1mj6gz	25.0385674931	110.456421733
1mjaam	83.55	105.651538086
1mjgkl	167.352941176	295.212772953
1mjo9r	262.864608076	523.021409668
1mjqeq	26.3176470588	169.192491265
1mjr1f	241.157894737	362.356942829
1mjw0h	308.059171598	389.691665464
1mjzo8	527.04587156	471.07402923
1mk1v1	284	307.608237188
1mk3p0	168.2	289.241451287
1mk406	23.6666666667	9.1043335225
1mk422	922	0
1mk507	210.374100719	318.286267091
1mk5oz	907	0
1mk7wt	5.8	6.8527366796
1mk8gd	148.877358491	367.808494644
1mk9ho	1390	317
1mkdzc	102.885714286	228.17646948
1mkew5	128.384615385	397.288846008
1mkgxj	70.55	96.8511615831
1mkj2h	152.829333333	414.371778567
1mklxr	81.4343434343	125.108047171
1mkpw7	32.88	90.3600885347
1mkqdn	161.348484848	326.969301331
1mksj8	378	0
1mku1r	248.702439024	319.714894705
1mkvwh	55.6775956284	249.658257989
1mkyva	39.5444444444	135.548446535
1ml2pv	186.247334755	472.629331155
1ml2w2	null	null
1ml5ui	null	null
1ml8rs	205	234.320293615
1mlc9r	217.3125	406.892909552
1mle47	188.817460317	293.868597154
1mle4z	450	534.573350128
1mlf3l	269.262626263	397.440284209
1mlhsu	455.833333333	455.22903271
1mll5q	68.5	147.51756444
1mlshh	280.009950249	353.627062601
1mlxng	160.555555556	92.3232378489
1mm3f1	180.333333333	195.192782198
1mm794	52.5871559633	149.266783576
1mm7fj	197.666666667	78.0441470508
1mm844	null	null
1mmaob	118.108333333	377.109462354
1mmmxu	165.333333333	317.706450814
1mmqr1	156.466666667	375.938357831
1mmruo	55.9711538462	267.081968718
1mmwuw	84.0942028986	191.786939744
1mmzju	7.9473684211	23.625306869
1mn15c	56.1818181818	246.507841057
1mn2g1	84.6363636364	155.719020107
1mn4pj	null	null
1mn5ga	423.666666667	924.118078073
1mn615	263.764705882	418.763239216
1mn76z	133.142857143	396.304658299
1mn8zr	128.066666667	379.178580033
1mnaai	118.428571429	121.452154573
1mnhz1	316.557971014	392.02613818
1mnlh6	225.895833333	558.479865333
1mnnvi	315.933333333	538.71123578
1mnpfi	199.051369863	266.285691089
1mnsnh	195.026217228	280.347943367
1mnsz0	297.711297071	394.801359298
1mnuzk	178.941634241	476.156238151
1mnw62	174.809917355	456.038988366
1mnxec	4	3
1mny2e	130.107142857	276.639184716
1mo4te	193.709302326	508.59578381
1mo6vv	203.681818182	394.724574443
1mo787	340.69047619	544.130082841
1mo7d6	361.626262626	534.076727849
1mo8bf	261.221238938	441.284643846
1mo8xq	152.133333333	233.394049243
1modsa	288.090909091	441.901723407
1modvo	23	14.0142784331
1mohsr	113.905882353	322.98306725
1mol1z	149	312.925824164
1monnw	21.9090909091	25.3303789781
1mooc7	53.1722488038	131.753172865
1moos1	78.5567010309	305.816499426
1mos3q	133.046511628	174.090587685
1moutb	22.6666666667	17.3269218912
1mow2j	35	20.3141986469
1moyjb	259.617647059	377.054061868
1mozqr	8	0
1mp140	38	0
1mp6uh	264.888888889	367.150724255
1mpbqx	209	0
1mpbs7	61.0576923077	160.935217114
1mpd52	315.857142857	317.997047862
1mpgkf	109.7	294.293424194
1mpkdv	224.395833333	454.747674521
1mpl26	94.7692307692	175.013034172
1mpo60	525.777777778	599.890858012
1mpofd	137.289473684	125.704730869
1mppj6	132.934782609	138.463211591
1mppxm	36.9326923077	145.893682603
1mpq31	246.171717172	303.688072306
1mpttt	142.711111111	185.306307649
1mpwun	538	0
1mpx0p	110	97.1630931304
1mpyvd	1291	0
1mq8f9	336.482758621	544.105442411
1mq947	296.193548387	363.578222435
1mq9co	93.2200956938	300.957498117
1mq9th	null	null
1mqad2	251.938202247	486.828005991
1mqdyf	88	0
1mqfmr	271.6	291.294421505
1mqlfq	116.529411765	229.631192195
1mqndd	319.5	254.344746358
1mqog8	737.76	730.131044676
1mqu82	24.5454545455	134.046764285
1mqvlw	345.490196078	512.057723942
1mqypu	192.086419753	229.906916082
1mr2h1	344.841359773	629.136007932
1mr3ti	236.106824926	371.132504329
1mr91d	313.615176152	581.756114806
1mrax6	232.141414141	361.092142753
1mrdi1	39.9838709677	144.925285749
1mrdq7	104.934782609	175.494878183
1mrfw9	365	555.781881677
1mrg2a	218	110
1mrjvb	239.147058824	342.434547834
1mrqxo	67.3272727273	275.679379289
1mrroy	104.79638009	352.096544485
1mrt6k	94.3333333333	262.123148163
1mrvia	206.2	514.776223227
1mrwbr	113	303.45999761
1mryxz	89.1896551724	217.546622581
1ms27n	381	0
1ms6k5	93.5	37.0573879274
1ms7ke	6.8571428571	7.6050466596
1ms89m	318.451923077	422.75840709
1ms8hk	334.949541284	561.678310937
1msa8p	71.1450381679	428.089847924
1mseay	310.686868687	376.546283967
1msffk	375.976190476	507.074099408
1msg3s	null	null
1msqn6	139.9	220.54067652
1mt0jm	99.7426900585	358.716512208
1mt2vz	207.436046512	270.014946792
1mt3dg	176.223642173	519.826661774
1mt4n2	302.904761905	504.31584064
1mt4x3	56.7272727273	221.24576664
1mtebz	213.034482759	364.451962944
1mter4	270.597069597	594.721801179
1mtgjm	286.85	385.788760204
1mtj3n	195.611842105	353.305929184
1mtlz9	455.454545455	637.233307618
1mtqy5	189.066666667	279.109409054
1mtvm4	549	0
1mtvqe	144.33481153	230.620807035
1mtvso	81.3333333333	49.8687165354
1mu04e	359.094202899	539.092217215
1mu0ax	113.655172414	179.965854206
1mu65v	564.485148515	645.446481647
1mu7rl	19.28	55.3075184762
1mu8vv	122.778793419	268.241331197
1mubnz	466.125	731.739440904
1mucqo	24.2627118644	73.1083973435
1mufu9	50	0
1muwb9	8	2
1mv0r8	329.767045455	381.456921856
1mv1bf	176.97979798	274.80034919
1mv4bj	149.645454545	492.095197486
1mv4w9	237.166666667	286.229171974
1mv5l1	64.7614678899	290.373546167
1mv6vo	54.5328467153	265.327756302
1mv83p	350.07	425.645515776
1mve4t	274.170854271	499.076444487
1mvfv6	260.625	336.495395276
1mvh82	null	null
1mvjkx	37.6578947368	125.178877551
1mvk92	38.6315789474	67.5170236048
1mvkz2	4	0
1mvnre	null	null
1mvqua	151.980769231	273.931244208
1mvtyd	474.1	394.368140194
1mvu4f	49.4864864865	206.591465461
1mvx83	216.409836066	254.165647358
1mvxjr	66	0
1mw2mo	153.839879154	411.42381363
1mw2ms	126.827586207	292.056246554
1mw2z5	143.894736842	390.347963719
1mw51i	269	267
1mw52n	98.2032520325	274.615798412
1mw6dl	49.1851851852	67.5974123091
1mw9s8	45.8771929825	104.507209552
1mwaj7	354.666666667	235.828091815
1mwe6t	248.722627737	481.789240197
1mwenl	14.5161290323	47.7300006878
1mwlt4	222.981308411	402.642300411
1mwrlo	356.45	485.361151618
1mwub1	36.320754717	191.86225145
1mwudt	282.507002801	566.172196274
1mwyar	192.367647059	357.297655794
1mx2oo	217.353658537	384.164547188
1mx3ah	620.25	634.293849489
1mx5nt	253.907692308	613.577873512
1mx6gm	136.972972973	231.901713394
1mx6sz	267.34	508.674851354
1mx8w6	6	2.3452078799
1mxfxp	190.490384615	260.543293139
1mxjca	113.5	224.603025872
1mxlbe	146.684210526	208.265532088
1mxmey	47.5555555556	124.103550948
1mxmi1	8	0
1mxodc	244.272727273	375.021879986
1mxqrk	229.152380952	229.38940819
1mxtv0	393.305555556	608.753195418
1my9ud	330.161616162	466.957284121
1myabj	125.444444444	235.740493439
1myafo	419.777777778	453.440129033
1myap6	627.142857143	468.181109209
1myc1r	18.4166666667	45.8629449798
1mycuz	303.666666667	330.184460231
1myd7q	292.331460674	573.332106846
1mydgn	396.571428571	309.666575134
1myf1f	20	0
1myle2	65.6	162.709680105
1mymox	98.5	57.9202037289
1myrar	32.3483606557	125.404156292
1myvjq	277.96969697	255.359578307
1mz0af	126.142857143	148.998013957
1mz0wc	173.194945848	460.502987729
1mz3qh	145.32	161.252279364
1mz9zb	74.8181818182	161.572285079
1mzeh3	434.076142132	560.214108171
1mzlna	494.12	513.394473675
1mzp2k	297.928571429	391.703720204
1mzsqj	165.505154639	556.840000409
1mztfc	87	0
1mztsr	276.35	358.110496216
1mzzu5	287.390243902	465.068412384
1mzzwa	35	31
1n03m9	109.5	95.4182896514
1n04ws	200.405797101	420.901261058
1n076r	65.8461538462	110.23739848
1n08n7	340.976190476	544.119012196
1n0bsj	238.276595745	399.345352707
1n0eip	21.4	47.0939486559
1n0hjs	140.6	311.045398616
1n0hlu	40.7127659574	107.858321406
1n0ho2	303.571428571	241.093258271
1n0jzj	284.129032258	348.245995918
1n0m19	215.828282828	328.338056893
1n0oia	22.5	13.5738719605
1n0pnc	16.5	12.5
1n0qon	46.1382978723	259.048405937
1n0vvk	335.207692308	659.711331932
1n0y6q	286.975609756	427.960876249
1n0z4c	241.181818182	230.208529256
1n11f9	56.9273255814	185.876327845
1n12sb	102.181818182	128.358743146
1n12xq	438.294117647	641.224450444
1n146r	233.103092784	377.875163058
1n15ao	141.857142857	100.540579684
1n16u7	192.033333333	489.363565142
1n18z6	360.75	391.79291405
1n194c	47.1650485437	299.942360064
1n1d5i	17.7142857143	12.8698350052
1n1ked	78.4619883041	234.14086457
1n1q52	108.703539823	368.46999576
1n1s4q	335.566666667	413.180443498
1n1wdw	88.7692307692	107.489644472
1n212b	112.529411765	205.206386108
1n294e	9.5	8.1547532152
1n29nz	96.4210526316	139.125205174
1n2bmz	474.838383838	712.352436707
1n2jbu	774.99	665.529210403
1n2rgx	355.608695652	540.644602314
1n2s3w	362.59375	422.180416068
1n2ydc	228.747474747	357.020055556
1n30s1	531.474747475	733.946428885
1n38dg	22.3333333333	15.2825245151
1n38ds	319.480392157	500.836138723
1n3cel	86.8333333333	95.225025889
1n3ewp	426.074468085	670.674703775
1n3hxq	221.148148148	288.728143788
1n3j0l	39	0
1n3k3p	298.266666667	476.809041674
1n3krz	14.375	24.6877373406
1n3m1t	527.107843137	553.192727946
1n3ne6	57.2692307692	195.588226736
1n3ohy	125.296969697	383.092539248
1n3r5o	54	36
1n3sci	304.554545455	349.518333148
1n3sil	116.722772277	196.453512442
1n3t6x	125.413333333	104.551881008
1n3uu8	388.269230769	532.685640521
1n3w8i	168.545098039	404.334152391
1n41fq	225.666666667	287.959873748
1n44z2	318.318181818	417.352131129
1n489s	107.875	186.118535818
1n4bkb	166.897959184	410.620225001
1n4hyr	266.72	449.58234129
1n4ki2	229.287878788	408.414701793
1n4lf7	176.5	211.071670292
1n4np5	379.786407767	486.834148719
1n4owv	17	3
1n4qzr	235.376984127	619.785328896
1n4tez	90.75	90.2673113591
1n4xir	89	0
1n50p6	573.55	601.541060527
1n57yq	586	0
1n59u8	484.23364486	547.406981463
1n5f0u	92.3720930233	116.042298474
1n5j2p	114.352941176	342.977351538
1n5ja0	160.612244898	258.045860212
1n5o8z	109.409090909	182.469339664
1n5pg0	825	0
1n5pj2	232.157894737	541.657682715
1n5qdo	268.833333333	583.254208919
1n5rlo	178.901639344	286.430588675
1n5t5e	288.411764706	523.81171503
1n5ugj	69	0
1n5z8y	79.6627906977	295.66694849
1n61d3	176.026315789	362.543462864
1n629n	294.244239631	527.4601348
1n63zf	431.272	1012.11307175
1n663b	97.4444444444	241.801163085
1n663r	220.198757764	467.057683536
1n66re	400.171717172	382.196021429
1n67vv	null	null
1n6a2c	386.64	549.892897208
1n6aor	52.125	84.7709229335
1n6bzj	169.38028169	191.340516917
1n6ctk	148	317.951928083
1n6gym	270.288659794	496.132463995
1n6hge	15	10.8397416943
1n6ls0	18.7777777778	42.585281176
1n6mjb	97.275	385.160517674
1n6o6j	304.714285714	557.827793265
1n6o78	123.764150943	377.659314175
1n6uck	100.5	343.307612305
1n6uj7	275	461.078807436
1n6v3s	223	376.945721455
1n6vlm	267.713615023	333.701087257
1n6x89	161.333333333	191.36875398
1n6z9k	128	0
1n6zvf	217	380.573941029
1n7 q	155.125	221.567956562
1n704e	243.539267016	425.834735878
1n7495	70.156626506	138.263192528
1n773t	619.82	597.524164867
1n7bal	404.777777778	664.298924979
1n7d0b	306.714285714	355.539314397
1n7e49	314.307692308	582.599134465
1n7fsf	221.681818182	414.909671042
1n7hn4	207.185185185	399.849419531
1n7j10	572.996539792	760.575367246
1n7kny	151.571428571	315.297149554
1n7qwt	null	null
1n7ryz	333.05	356.756426011
1n7s4t	233.545454545	428.714900739
1n7yvz	33.8977272727	77.1435409087
1n81bg	5.3142857143	6.6408752804
1n84ms	45.9956709957	196.304218757
1n85b7	273.625	418.138265858
1n8b6l	652.285714286	1114.17243014
1n8bjx	172.25	222.332380683
1n8gon	23.5	15.5
1n8hl1	786	0
1n8jar	802.5	21.5
1n8ng1	398.975510204	586.708246701
1n8pms	19.4444444444	22.7747965529
1n8saz	150.495145631	371.768193613
1n8w9c	79	0
1n8wpi	null	null
1n8wqd	61.6153846154	266.493015452
1n8x8n	169.434482759	187.559087289
1n8xn2	190.058823529	158.147537441
1n8z9d	4.6666666667	4.4969125211
1n910b	54	0
1n930x	200.189189189	334.533223643
1n9569	223.470588235	287.027794851
1n95dk	18	0
1n96c7	72.25	112.131711988
1n96t7	137.571428571	430.536931528
1n97n0	17	0
1n988q	33.4624277457	148.754501671
1n99nm	151.954545455	300.783292161
1n9bq8	92.0434782609	405.204454916
1n9k41	165.625	219.045621675
1n9kop	402	0
1n9o5r	328.514925373	494.175368218
1n9pg5	157.925925926	494.640972872
1n9qdw	95.2727272727	170.846603664
1n9wdu	15.3	17.9613473882
1na1qp	170.714285714	400.511713503
1na579	378.084337349	484.308741138
1naaub	450.5	472.649535421
1nablh	148	127.062189498
1nabvg	171.888888889	331.694239417
1nae31	154.142857143	193.782962963
1naf09	1908	0
1nahw7	147.333333333	100.673840804
1nanfx	182.375	247.878466945
1naqrk	187.333333333	299.640648976
1nava7	142.264285714	394.869465063
1nb32b	534.285714286	352.28872667
1nb3an	8.8064516129	20.5731101587
1nb4j7	169.454545455	449.369935402
1nb4n9	46.2156862745	212.210708618
1nb4p0	236.6	283.685358905
1nb8i5	300.811881188	360.997811706
1nbaam	21.8888888889	36.8161934312
1nbaef	171.333333333	503.624761487
1nbccf	55.3333333333	116.421783812
1nbga5	33.7407407407	102.430316907
1nbgur	172.865546218	336.285391112
1nbjiq	181.975409836	234.053744112
1nbnrm	170.956521739	207.296149896
1nbsrj	398	286.131962563
1nbt0o	110.595588235	331.623953817
1nbu3r	315.210784314	480.771428388
1nbucs	174.414634146	331.261113986
1nbugt	219.75	212.528674536
1nc3pt	667.54	559.513653453
1nc4cz	90.2953367876	316.803711362
1nca1o	320.819672131	506.883357365
1nccuo	288.14893617	313.894885423
1ncdgj	679.055555556	816.515800502
1nciax	250.333333333	460.741101458
1ncjk8	12.7	15.8779721627
1ncmdr	387.714285714	459.331267829
1ncqoc	495.857142857	591.626191966
1ncvyj	208.833333333	246.644762541
1nd0z8	270.85106383	458.565662888
1nd364	115.25	128.19199468
1ndah5	5.8641975309	14.7445349461
1ndan8	388.03030303	420.523133909
1ndceq	293.300330033	371.620417744
1ndekx	79.7547169811	298.955029474
1ndeye	309.539215686	376.060244224
1ndi5s	38.3333333333	59.3752660813
1ndj88	359.5	524.565772806
1ndo64	341.515151515	403.899986711
1ndpg7	102.419354839	234.174979269
1nduy2	292.723076923	365.855772663
1nduyn	309.103703704	492.103004485
1ndvh3	483.152542373	644.720026309
1ne2kp	59.8155339806	168.116276657
1ne3e0	409.287128713	405.332141928
1ne4qt	615.9	825.515650972
1ne7qw	251.47008547	475.969663844
1ne9m5	299.372881356	375.382421877
1neajo	208.666666667	267.443263123
1nealq	101.210526316	83.3695507632
1nebkz	289.5	183.5
1necku	null	null
1nefbu	63.5	11.5
1neh7x	293.875	464.608689517
1nei4v	17	12.8374452287
1nemvg	360.071428571	513.07288041
1nepcb	11	0
1neslk	230.693333333	493.757834661
1neuwi	256.847826087	369.978140799
1nev0r	250.82421875	345.590092551
1new3i	238.8	471.601272263
1newad	386.960784314	459.241764719
1nex9j	246.2	349.13764239
1nezg5	455.086956522	637.305735997
1nf1nb	540.333333333	1112.4908489
1nf1pa	19	0
1nf2en	284.166666667	232.064945412
1nf2m8	305.894736842	382.438009388
1nf2nf	92.0909090909	235.728447215
1nf43i	261.473684211	303.516819688
1nf77c	415.393939394	528.032498582
1nf7x2	204.638888889	267.628628068
1nf856	null	null
1nfbne	51.3230769231	197.272486888
1nfd47	477.666666667	260.032476604
1nfgpq	314.757575758	369.484245804
1nfhoq	343.49	446.931840329
1nfkej	1969	0
1nfn15	5.1666666667	5.177408189
1nfox8	156.666666667	199.990555333
1nfoyn	34	28.3313724812
1nfp31	151.4	256.683431487
1nfpd5	210.5	381.249470939
1nfpks	70.2710280374	245.534647234
1nfqoc	4.8	3.1874754901
1nfqz3	528.0625	641.607791874
1nfrsm	43.1034482759	102.411053023
1nfsl6	332.159574468	473.315204749
1nfslt	285.166666667	319.191382855
1nftuz	77.6860465116	228.944964527
1nftx7	82.2475247525	277.767707136
1nfu8g	168.808163265	448.653804919
1nfvgn	143.838709677	97.2605734443
1nfw0e	70.119047619	117.587495768
1nfwm1	225.313131313	255.98262435
1nfxg2	74.4324324324	152.443616611
1nfxut	217.888888889	284.946756993
1nfy6o	236.333333333	118.130812614
1ng0ri	46.528957529	143.979520916
1ng292	25.6785714286	67.3700089969
1ng2zs	134.833333333	75.9899481657
1ng4nb	63.625	134.495294992
1ng4zz	33.2580645161	59.6473333054
1ng56h	112.333333333	129.667095115
1ng6v9	15	0
1ng998	101	0
1ng9i9	411.75	392.274696482
1ngdek	284	328.955272687
1nge04	326.652173913	407.836135966
1nge7i	18	0
1ngexm	null	null
1ngg3s	336.2	414.482443537
1ngi1g	595.875	862.852310291
1ngj0l	275.050505051	385.576267495
1ngk2n	67.875	72.3834191994
1ngkc6	177.35	117.992912923
1ngm38	530.592592593	822.212293901
1ngmrk	null	null
1ngp5x	360.058823529	389.045509297
1ngpzx	268.375	408.146094401
1ngsuv	104.570093458	343.986554621
1ngvaq	61	2
1ngwq3	346.663265306	469.874319798
1ngy9d	317.389502762	429.466790309
1nh06a	147.888888889	386.568218629
1nh3cz	334.233009709	505.840532911
1nh3zt	230.743902439	316.120994549
1nh4c1	630.9	823.433112038
1nh4jd	190	137.05126778
1nh5jm	null	null
1nh6tl	344.818181818	364.329115383
1nh8qm	185.326086957	470.153700786
1nh978	42.1176470588	44.9769645001
1nhdt0	389.4	515.393674777
1nhek1	242.268041237	260.720236184
1nhh16	51.3846153846	135.197313618
1nhhe8	227.411764706	279.889486347
1nhjhu	488.522988506	581.668267666
1nhjsg	389.254716981	404.606565512
1nhns9	302.777777778	401.563272385
1nhsqb	727.777777778	730.851952778
1nhtc0	198.378378378	297.341131904
1nhugz	431.327913279	476.056967858
1nhv9o	18.2424242424	42.9771118106
1nhx52	510	0
1nhzq5	187.524752475	396.016966185
1ni25p	230.5	228.758059967
1ni2ur	null	null
1ni4gh	38.5714285714	67.6574505302
1ni4pl	219.568627451	414.80127953
1ni4xt	289.791411043	450.107546167
1ni82h	null	null
1ni8gi	342.787878788	474.553512064
1ni8l3	230.508928571	537.617229667
1ni93z	310.575757576	305.874903158
1ni9ng	229.155555556	228.484471202
1niaf7	null	null
1niavo	344	0
1nibkp	247.336134454	433.853986926
1nig25	66.5245398773	264.843565956
1nigpy	325.717241379	412.336299028
1nihsm	281.815384615	340.260528795
1nii28	116.154411765	336.657063802
1niiwv	217.916666667	238.007046464
1niiy1	232.234693878	443.192241907
1nijgt	173.666666667	200.150498931
1nik5u	427.947368421	559.35662983
1nikxc	423.905797101	542.64342107
1nilin	null	null
1nilpo	230.861182519	316.171744451
1nimqs	471.949494949	542.182334937
1nimvj	95.5	96.0689856301
1niorx	281.455555556	417.504362216
1nipig	166.333333333	224.624625147
1niqct	1120.66666667	872.68640161
1niqiw	363.009345794	473.294014553
1nisxv	58.3333333333	71.7387234654
1nitvp	203.666666667	260.348142985
1niu47	8.75	5.1173723726
1niudf	246.81372549	316.811124854
