id	titlescore	titlestd		id	titlescore	titlestd
1puoyj	38	0		1pj8pv	null	null
1qp8fy	38	0		1ooakp	null	null
1qtjfi	38	59.8756286739		1pzgdh	null	null
1qtqju	38	0		1o2o8j	null	null
1r3dev	38	0		1rk5zc	null	null
1r5b9y	38	26.7114207784		1r7o3s	null	null
1r8830	38	0		1rgpij	null	null
1ro2zy	38	105.962706827		1rnual	null	null
1emsc5	38.0476190476	68.1489797922		1rq2pi	null	null
1rmm5o	38.0526315789	165.776632753		1r34pu	null	null
11olhj	38.0714285714	166.488208199		1p879v	null	null
1qwfl3	38.08	90.1132265542		1rpcqt	null	null
1rgo14	38.0902255639	146.604430449		1roopm	null	null
1rq2al	38.1285714286	96.8000769522		1rekz8	null	null
1qwhwq	38.1395348837	86.4458197649		qklvn	null	null
1olhvx	38.1428571429	77.6032557701		1riply	null	null
1rpwbu	38.1428571429	171.020824606		1r95on	null	null
12el7v	38.15	125.677474115		1h3v58	null	null
13bym6	38.1525423729	89.1034085139		1nvn41	null	null
1roelz	38.1607142857	156.755661034		1ppnv4	null	null
1re9i7	38.1830985915	201.57019606		1qhper	null	null
1rdd4v	38.1927710843	143.69438155		1rjdzi	null	null
1rcir7	38.2	119.109585397		1p8psl	null	null
1rjj4x	38.2	128.196492328		1oop7d	null	null
1rea1r	38.2111111111	165.679040077		1qshul	null	null
1rnwd0	38.2129032258	204.200438756		1imjy0	null	null
1rjc6k	38.2275862069	211.752417071		13vg7q	null	null
1kgnux	38.2280701754	119.714721946		1rkts6	null	null
1rjlv4	38.2467532468	216.425786197		1qaw8n	null	null
1rjuwp	38.25	51.9633284153		1rj2eh	null	null
188f7p	38.2553191489	96.372055649		1pxzl4	null	null
1rav3s	38.2727272727	64.9154567798		1q3q0k	null	null
1rluzt	38.2888888889	118.700486234		1m8vi7	null	null
1ro20g	38.3131672598	158.974610669		1qthbw	null	null
1rlc83	38.3148148148	179.105475243		1qrpvj	null	null
19iu9y	38.3161290323	119.56311627		1e6il1	null	null
1ndi5s	38.3333333333	59.3752660813		1q35xz	null	null
1qjfan	38.3333333333	43.2938281462		13vgjm	null	null
iz8o2	38.3333333333	83.7045067153		1lap64	null	null
1rqi6b	38.3407821229	198.794891804		1mf6ka	null	null
17tovc	38.3439490446	113.989814797		1pmh5e	null	null
1riii6	38.3505154639	144.841615683		1qstbn	null	null
1rk0yo	38.3529411765	81.4254918723		1rp8ap	null	null
1riwy7	38.3636363636	101.689014389		16uvih	null	null
1r94dz	38.3650793651	156.668115656		1phzz7	null	null
1rf804	38.3834586466	163.308818662		1qqqva	null	null
1qpojf	38.4	27.8395402261		1rpphh	null	null
1qdavo	38.4285714286	44.9248806115		1pfsze	null	null
1rqhae	38.4360189573	189.076527126		1rewrb	null	null
18k3f0	38.4444444444	83.3947921517		1rcaqz	null	null
1roa4d	38.4594594595	170.977780748		uk0kg	null	null
1rkprv	38.4615384615	156.471976053		1rm703	null	null
1r1xxj	38.465625	140.124159474		1rpmgr	null	null
1ro57m	38.4857142857	189.917872691		1rqcfh	null	null
13rfg2	38.5	142.871857435		12r7yb	null	null
17i3f5	38.5	6.5		1rnxzq	null	null
124q1b	38.5555555556	213.592448586		1rq71s	null	null
1eb4wl	38.5947712418	80.9516468207		1rbcxp	null	null
1rpn2r	38.6136363636	189.385125401		1rotfo	null	null
1mvk92	38.6315789474	67.5170236048		1rqaw1	null	null
1qyip9	38.640776699	246.189991136		1rnmyk	null	null
12uosb	38.65	210.267276341		1rpxfd	null	null
1roygm	38.6628571429	233.388885873		1ro0w5	null	null
1rd2bi	38.6666666667	18.6607133364		1rchga	null	null
zrkvm	38.6666666667	93.7608629184		19ccgg	null	null
1r8imq	38.6775700935	99.944675171		15yits	null	null
wz4iv	38.6842105263	92.3523302824		1r1dog	null	null
1rdjv2	38.6847826087	92.7985112029		1rn2y4	null	null
1rl2yo	38.6865671642	89.2171941388		1rftnd	null	null
1rpaf2	38.7209302326	179.073886996		12uwu0	null	null
1rmehj	38.7333333333	104.742997644		1rosbv	null	null
113kum	38.7410714286	97.995147979		1rdnjq	null	null
1kb8sd	38.7419354839	142.566106396		1pqkfp	null	null
1rqi34	38.7424242424	206.112280174		1qeiyd	null	null
1rk10t	38.75	44.9186765166		1pi4kz	null	null
12vs5a	38.76	175.788004141		10jg84	null	null
1rjez7	38.7638888889	150.84645367		1dkd2o	null	null
1hv8jm	38.7727272727	173.45563536		1r3mma	null	null
1r9f94	38.7727272727	101.64227906		1r4onp	null	null
1rqdvi	38.7894736842	205.851959823		1rggyk	null	null
1rjuf4	38.8	70.2008546957		1r118q	null	null
1o3uek	38.8557692308	95.2601113419		1rkmlx	null	null
1qrbwe	38.8695652174	128.667182515		1k0js2	null	null
12rwn4	38.875	180.448702891		1ig0q5	null	null
1rqdme	38.8945147679	140.807322086		1k53yp	null	null
1rpuvt	38.8970588235	173.625820884		v6fid	null	null
1re86r	38.9302325581	153.026581571		1rlaiz	null	null
1by3b6	38.9473684211	119.341603318		1rn0vu	null	null
1rp56b	38.9538461538	172.129238635		1rklji	null	null
1m06wh	38.9661654135	156.190007376		1rkzbx	null	null
1rjast	38.9836065574	197.408247357		dpzy5	null	null
12o1j7	39	38.113864494		1cok5b	null	null
1darck	39	0		173fyl	null	null
1kilk9	39	77.6968467829		1qex6l	null	null
1n3j0l	39	0		1ro8ur	null	null
1ookzh	39	22		yru9b	null	null
1paodr	39	0		z83ir	null	null
1pycav	39	26		12wtr5	null	null
1q8xzs	39	0		1ptjvr	null	null
1qbra1	39	27.9069883721		1nfy6o	null	null
1r2udz	39	85.026886504		1rg5ta	null	null
1raiou	39	71.0408333284		1rfdiq	null	null
1rb3zw	39	0		1nzeol	null	null
1rlf6z	39	142.740454004		1rdfez	null	null
1rp2u4	39	42.687820277		14ykag	null	null
x7lhx	39	0		14mbsp	null	null
y4ab5	39	0		14x0pe	null	null
epw4f	39.0064102564	164.623599299		14r5bp	null	null
1qvwsv	39.0103092784	129.757386207		1hvk48	null	null
1rknbc	39.0202020202	85.5294833445		1izmer	null	null
1rdqt0	39.0260869565	144.692505192		1rfzk3	null	null
1l86z3	39.0640394089	115.012104043		13cpji	null	null
1r97r6	39.0681818182	116.135578631		1koc8m	null	null
1j3aoz	39.0714285714	149.941638306		1rhphv	null	null
1ral9v	39.0833333333	105.178518878		1673hi	null	null
1rqiyo	39.0947867299	192.870043228		p67jz	null	null
1r87bf	39.1	151.006258148		1d0bgi	null	null
1ph0qd	39.1111111111	25.5101045098		1r92l2	null	null
1riyww	39.1111111111	104.617232959		1nxyn4	null	null
1rohov	39.1153846154	88.1462189612		16cp05	null	null
1rq577	39.1167883212	206.157089339		1iznj8	null	null
1fpw89	39.1315789474	79.5583767969		1q7s97	null	null
1ih44w	39.1328125	207.593818064		1pohnt	null	null
11kcu9	39.1509433962	198.676079998		1pymst	null	null
1r30y2	39.2	89.1479668865		1pwr4w	null	null
1rb7jz	39.2307692308	69.9858819237		1q6y6n	null	null
1rj2xk	39.24	107.78025051		1p7a54	null	null
1eiwlv	39.25	132.222586951		1rdxoq	null	null
1r4d01	39.2545454545	89.953567453		1jqsce	null	null
1l0u8n	39.2564102564	198.031947429		1pwwst	null	null
1rprld	39.2681564246	189.885250978		1rd0au	null	null
1rf8t0	39.2698412698	113.597060988		1r5eym	null	null
1r9b3n	39.2903225806	129.547523612		1rixa3	null	null
1rb9ff	39.2941176471	94.7260848018		1rjp8u	null	null
1rks5p	39.2971014493	166.24170065		1rjuzo	null	null
1rq1z5	39.3035714286	135.912710911		1nw576	null	null
1rixux	39.3047619048	211.163359187		uvz73	null	null
1rlmtw	39.3086419753	158.216732269		1c3fuj	null	null
wkp8k	39.3095238095	197.924406938		1eky9u	null	null
w0tp3	39.3205128205	271.583792311		13az75	null	null
1r1d6q	39.3333333333	33.7078955472		1o2tq8	null	null
11y6za	39.3457943925	147.890847777		1nrfnx	null	null
1rmeqd	39.375	69.1898430046		1rbv6y	null	null
1rqeoi	39.3859649123	105.068858689		dx7fx	null	null
19prr7	39.3909090909	159.999607696		1rhsoj	null	null
1rejz8	39.4	41.4226990912		1r8z8f	null	null
1jm391	39.408	201.388225912		1rgcdc	null	null
1rok9o	39.4242424242	160.869612232		1r7kgn	null	null
18bc60	39.4434782609	153.038511283		1okwrl	null	null
1rq6k1	39.4444444444	182.925067301		ipu7c	null	null
112y2b	39.4466019417	103.442092816		1r0beq	null	null
1qzg4m	39.4545454545	61.8809173646		1ppn8i	null	null
1fwksx	39.4603174603	177.067573751		1q1r1f	null	null
1r7tlv	39.4676616915	117.843095779		1nprvm	null	null
dju6u	39.4915254237	116.908826258		1rq953	null	null
1roua7	39.4927007299	181.8920078		zgc4l	null	null
1rhc1e	39.4946236559	150.136183603		14udmg	null	null
1qw712	39.5	180.368081258		1qr1n9	null	null
1qwmva	39.5	36.5		1qbtjo	null	null
1r89ct	39.5	38.2001308898		1p5nyg	null	null
kwenf	39.5151515152	136.077322318		13xo3b	null	null
nf5d3	39.5256410256	155.107301516		1qxwez	null	null
1rp62w	39.5433070866	188.27968624		1941ck	null	null
1rl88r	39.5671641791	241.222831515		1pi1nt	null	null
1h55ga	39.5675675676	106.823620867		1ohyjy	null	null
1rc79y	39.5714285714	57.8294466337		1qas84	null	null
1rel8x	39.5714285714	89.6004737597		1nm4yj	null	null
1k7vs9	39.578313253	79.1515429957		1rp1g1	null	null
117d68	39.5948275862	186.738706368		1r7e46	null	null
1rj96w	39.6	36.84888058		1r7923	null	null
1c7qwj	39.6111111111	109.165592305		129f4n	null	null
1rl2gb	39.6181818182	102.120693462		1re0rl	null	null
1rkw06	39.6466666667	176.898224474		18ku8z	null	null
1repfo	39.6666666667	152.341391754		1ra3wz	null	null
ti34k	39.6666666667	48.4584587273		1ojnit	null	null
1rqbm8	39.6791044776	191.02909057		1jjv9m	null	null
11yuqi	39.6909090909	196.034493507		1k2gxx	null	null
piahx	39.7058823529	123.815310612		1rqe3d	null	null
1ldeuq	39.7179487179	165.615342932		1rq15o	null	null
1qj0pa	39.7272727273	49.0585752102		1rq3f7	null	null
1r9rx5	39.7380952381	83.2486406364		1elys0	null	null
1h1cyg	39.75	169.765515807		1pj9de	null	null
1hutqm	39.8170103093	105.516574255		1rfi5x	null	null
1rimln	39.8421052632	148.564273937		1r17n5	null	null
1r77po	39.875	53.1023481119		1qoyl5	null	null
1rfylf	39.875	99.5696207435		183x59	null	null
r2y81	39.8793103448	112.816692575		1buyoe	null	null
1r76sf	39.8888888889	95.2627296183		1dr0t4	null	null
1rif4h	39.8938053097	125.186046526		1m4bmr	null	null
1rnvua	39.9259259259	166.579516309		1om7ki	null	null
194gtj	39.95	141.29772645		12iz6k	null	null
18l0lg	39.9811320755	82.20475829		1p5xdo	null	null
1mrdi1	39.9838709677	144.925285749		1oedu6	null	null
1rnrch	39.9855595668	206.441379362		1bo24h	null	null
114xui	40	26.1661358757		1nrmli	null	null
11sg43	40	0		1njpm5	null	null
152bn8	40	36		1pdmjf	null	null
16b586	40	34.1955162753		1nfgpq	null	null
18s8yr	40	0		1nj29j	null	null
1cms6k	40	88.9347586962		1p86l2	null	null
1l6qrl	40	0		1nxmmx	null	null
1odgg2	40	5		1lkjmk	null	null
1oe82g	40	22.5942470554		1hlw2n	null	null
1pbdnz	40	0		16ziua	null	null
1pljn6	40	0		1ikeeh	null	null
1pznvl	40	0		1lqfvm	null	null
1qembc	40	23.0434372436		1f24hm	null	null
1qh6vs	40	15		1nqcr9	null	null
1ria5m	40	39		1qcgou	null	null
1rqaom	40	7		1hy305	null	null
1remei	40.03	161.471511729		1lsoa1	null	null
1rhufr	40.0322580645	116.762552144		1lj5rw	null	null
1rg27x	40.0363636364	96.6978355754		1akknu	null	null
1r4hnp	40.0444444444	140.558165984		1pkiaz	null	null
1rlrxl	40.0510204082	103.104600389		18514s	null	null
1likz4	40.0727272727	105.115236253		1ra14h	null	null
1kuaxx	40.0952380952	67.6066387004		1exip8	null	null
16rl2c	40.0970149254	181.684237703		1l8owi	null	null
1b1z8n	40.1	98.5384618387		1fdclv	null	null
1rlh23	40.1020408163	103.099762445		1j0xcn	null	null
zkln1	40.1304347826	208.536005513		1f12hz	null	null
1rcxbu	40.1730769231	162.360439615		1lrltt	null	null
1883qm	40.1775700935	83.7430218138		1mfvw6	null	null
v0r11	40.1935483871	225.947241823		1bl2qz	null	null
1imnaj	40.2010050251	88.274809595		1dup82	null	null
15diva	40.2051282051	178.078948134		1rlgj1	null	null
1rkkst	40.2152777778	184.457393575		1eu3uf	null	null
1rqb4o	40.226993865	242.854252048		1nzsqs	null	null
1r602y	40.3	90.048931143		1rqios	null	null
1r88wk	40.3095238095	83.1798075586		1r16a5	null	null
1r1wof	40.323943662	124.447712268		1rgvnu	null	null
1rq145	40.3260869565	262.663597414		1ay79g	null	null
1rqdo4	40.3294117647	96.1201929247		1gtpnt	null	null
1ic9e0	40.3333333333	13.2245562833		1h04vq	null	null
1q9oko	40.3333333333	16.4384373413		jd61g	null	null
1r5npr	40.3333333333	14.0079342596		149jjc	null	null
1r7tk2	40.3333333333	24.0046291832		1qc6tq	null	null
1rpnz0	40.3333333333	51.441444597		1k1vzy	null	null
miy1t	40.3333333333	226.044243457		1iiysf	null	null
1r6pfu	40.3394495413	128.023809439		1bczm6	null	null
12qj9z	40.3510638298	75.5678795108		1ao8wa	null	null
1rows7	40.358490566	169.824559232		1rioi0	null	null
1r9b1m	40.3608247423	115.571568006		1rkdbq	null	null
1kgftl	40.3661616162	164.782331989		1rgjq3	null	null
152p00	40.3670886076	122.798917368		1rbzwf	null	null
1royox	40.3829787234	156.711898989		xsu8s	null	null
1f0uyv	40.4	151.615104788		1b966w	null	null
1mbftz	40.4018691589	134.179462739		13vkfc	null	null
1cf2n9	40.4166666667	95.7996679999		1rjwsy	null	null
q09b9	40.4705882353	104.311816288		1rcbny	null	null
kb4xf	40.4772727273	120.971820279		12rqph	null	null
1r9tnw	40.5	109.592339008		1r6fo5	null	null
1a9x8s	40.5128205128	142.214152672		n7g05	null	null
xr0yr	40.5175438596	135.201813575		1rfzps	null	null
1rpyvh	40.5409836066	153.140805287		q09b9	null	null
108nvt	40.5544554455	160.558553228		s2uno	null	null
1rql8c	40.561440678	292.703920726		1rfcb0	null	null
1k3r77	40.5776397516	89.1367600067		1rijp8	null	null
1rew8c	40.5806451613	96.5026405099		lavma	null	null
1pfs7o	40.619047619	115.90286417		1mdk5s	null	null
1re78r	40.6276595745	101.710894419		1erlnn	null	null
ko87a	40.6354166667	215.120635719		1rirqy	null	null
1rjus1	40.6511627907	113.915591705		13zlsg	null	null
1rjiqg	40.6666666667	97.8320556419		1q2xi5	null	null
1rhbrw	40.6818181818	113.324708998		11veft	null	null
1h0zlz	40.6956521739	87.4393875941		18fvj5	null	null
7beo2	40.6956521739	124.578629422		1nwxaa	null	null
1qvv8c	40.7042253521	164.448064867		1rhecr	null	null
1n0hlu	40.7127659574	107.858321406		1pma9k	null	null
136o1z	40.7142857143	38.7361561841		1rd3sw	null	null
1rq7et	40.7142857143	90.1288193733		1rcncf	null	null
1hrvos	40.7363636364	182.514491443		1qomjs	null	null
1rfiv8	40.7391304348	76.8138446485		1odax0	null	null
1iewzv	40.74	184.961597095		1plkvj	null	null
1roimv	40.7696793003	248.037843938		1dw78b	null	null
ttizf	40.775862069	185.375764058		1qypmp	null	null
1rpdbn	40.7875	140.090925273		1fc53u	null	null
1rld5s	40.7957746479	75.4224290185		v6auo	null	null
117zba	40.8074534161	140.255999995		wa0bv	null	null
1rko77	40.8113207547	169.730980995		14x1ji	null	null
1iskfj	40.8285714286	113.862695688		1qy0uq	null	null
1r9q2i	40.8372093023	170.47361253		1528y3	null	null
1rer60	40.8480392157	151.456819207		vwlbx	null	null
18dc74	40.8666666667	156.998032543		1pljn6	null	null
1rcomx	40.9047619048	101.809488173		1pgwfg	null	null
yurg3	40.9166666667	97.9158510604		1pkc1x	null	null
1gyk30	40.9183673469	169.980891691		1rd2o0	null	null
1q4lxk	40.9411764706	45.768561761		1rlfhu	null	null
1rq4ni	40.9444444444	96.8822149842		1nk3mb	null	null
11opsx	40.958677686	199.819480379		1a8ipr	null	null
1rqa29	40.9779411765	163.987399395		1rbkdk	null	null
1rbima	40.988700565	183.0654228		1r72v2	null	null
19tjl9	41	39		urupe	null	null
1eka59	41	11		yp0zz	null	null
1p94d8	41	29.6984848098		1rq9wy	null	null
1pg7uk	41	32		1gafrr	null	null
1pvflt	41	0		1rjivn	null	null
xvo38	41	108.344568182		1ri4qy	null	null
1rotlr	41.0264317181	145.642611301		12eexr	null	null
1rcojz	41.0520231214	167.750632637		11q1ht	null	null
1qz4pb	41.0579710145	206.28662233		129r0e	null	null
1r8phn	41.0704225352	163.356848125		116w7t	null	null
1rken7	41.0909090909	70.0044862789		11b4j8	null	null
10jjhj	41.0980392157	169.418990405		10msl3	null	null
1dtfgs	41.1	133.988444775		1maahx	null	null
1pgmxk	41.1049180328	249.125846417		nbhfj	null	null
1r4zeu	41.1052631579	101.694534727		yur59	null	null
1pyghl	41.1470588235	152.550113724		oq9xn	null	null
1rbl0d	41.1530612245	235.836433807		1rgj84	null	null
13o2xg	41.1797752809	170.92258329		efnii	null	null
19kmw1	41.219047619	103.952918001		x596b	null	null
1rog9s	41.2248803828	209.777900673		1rbhvv	null	null
172cwr	41.2432432432	77.8707888212		1rj62n	null	null
1r5bq4	41.2476190476	143.615610038		1prhxr	null	null
1caomf	41.2809917355	188.025416918		1or907	null	null
1re85f	41.2906976744	161.152092416		1c07lk	null	null
1rp6uv	41.2921348315	194.729036878		14sbix	null	null
1rqnv3	41.3177570093	119.90273302		1ox9os	null	null
1rl2qw	41.3202614379	137.642648695		18eyqx	null	null
1ckcxh	41.3333333333	81.8516272831		1noikh	null	null
1rj7pn	41.3333333333	40.8275506109		1pheyr	null	null
1r4qd7	41.3458333333	138.036442891		1pjp4l	null	null
1rb2wj	41.3684210526	104.066043736		1nknou	null	null
11jnlm	41.375	39.5409202599		1qfpio	null	null
174cxr	41.3783783784	210.727357009		1qbrhf	null	null
1rhmko	41.3888888889	128.687882054		1rkt46	null	null
1hj57v	41.4126984127	264.692252267		1o39j1	null	null
14o51l	41.4193548387	111.605519055		1obnqg	null	null
1rdos8	41.4235294118	201.32644702		1plxth	null	null
1rd8x4	41.435483871	109.296817084		1pqwa1	null	null
1potzw	41.4615384615	40.7876591152		13d7n2	null	null
1r15t3	41.4666666667	135.566400295		fn5bo	null	null
1rptz8	41.4697508897	197.23743295		1p5mf9	null	null
1reeeb	41.4848484848	157.842484048		1ip4c2	null	null
1rjzi7	41.4850746269	118.144215886		1rpfwp	null	null
1lngm4	41.4962962963	181.005908399		1rk310	null	null
1p8ga1	41.5	24.5		1rcacm	null	null
1pmkoo	41.5	19.4743420942		1g4khj	null	null
1r8wsi	41.5	127.06043941		197v8u	null	null
1rdow1	41.5	21.3600093633		1c4qxu	null	null
1qpbb6	41.5046728972	130.315244934		13qdwa	null	null
1roigp	41.5104895105	158.857629321		1j9f34	null	null
1rpu7u	41.515625	181.700044045		14udi2	null	null
1k30h1	41.52	104.278647223		1astv8	null	null
1qz3fi	41.5277777778	69.8969424348		1pu33h	null	null
14lz6v	41.5296610169	218.399909127		1omvhv	null	null
1rjp57	41.5394736842	171.126487598		1g1dcm	null	null
13zlsg	41.5555555556	104.89724543		1r18dk	null	null
16lejv	41.5666666667	157.452359638		1jtfz8	null	null
1lv4fy	41.568627451	174.877296467		1liz1h	null	null
1rpqht	41.5714285714	95.7211084988		1pkl46	null	null
1cskcj	41.6363636364	88.3419040491		1mfvfn	null	null
1r5ckr	41.6470588235	164.241909525		1nveg4	null	null
1rljiw	41.6666666667	71.2429333728		1q8bc8	null	null
1rllk6	41.6666666667	150.37179512		1log56	null	null
1rq0z7	41.6778846154	308.719310358		1pszw9	null	null
1ratxg	41.6935483871	85.8608380274		1kjd0y	null	null
1rkfch	41.7246376812	147.802589067		1ija0i	null	null
1o1c5w	41.730994152	217.775967637		1r1cso	null	null
1rfyq2	41.7603305785	89.0801500733		1nutfi	null	null
1rf86r	41.7672955975	190.499218208		1jzf6o	null	null
18t9vt	41.7689393939	207.713115324		1emalo	null	null
1rq6ys	41.7826086957	157.46597236		15clrl	null	null
1rd441	41.8157894737	110.68063475		1q19tq	null	null
1r1icj	41.8461538462	171.35953932		1qjeo8	null	null
1r5y66	41.8630136986	137.335985873		1pl5bx	null	null
zilui	41.880952381	85.1405567229		12oe1y	null	null
1rlum8	41.8888888889	58.1710971463		1iucjs	null	null
1roaaj	41.9032258065	172.704400609		1rma3g	null	null
1rj0w5	41.9285714286	102.339745306		1qz0xl	null	null
11ba3t	41.9423076923	74.5941360506		1fa9ys	null	null
1qzo91	41.9502762431	179.492232745		1qgdu6	null	null
1rbfzs	41.9615384615	168.978942878		1hvc53	null	null
12w4aa	42	0		1rha7c	null	null
14q1lq	42	0		1retv0	null	null
1gml24	42	0		1r9cxx	null	null
1p9mku	42	0		11g79o	null	null
1pkwa0	42	5		1rd3me	null	null
1qetbe	42	0		13k3zy	null	null
1qgvhm	42	0		14gmlz	null	null
1qtruc	42	24		1rk6dq	null	null
1ragv7	42	27		19ci1a	null	null
1rkc25	42	37.9440377398		1qmi26	null	null
1rkzso	42	27		1g2hhr	null	null
1dnhd0	42.0076923077	157.455219331		1rf2r5	null	null
1r7tzt	42.01	89.1482467579		wwfy0	null	null
1j7j1i	42.0208333333	150.064498575		1nbccf	null	null
r38al	42.0230769231	120.228274249		1rl2cu	null	null
1r4kzq	42.0365296804	113.727498307		l0m7j	null	null
1rfxv0	42.0526315789	68.0390551036		10zmz0	null	null
163ome	42.0546448087	163.198318015		1rcyqh	null	null
1rmgtz	42.0689655172	167.772769365		1oj0tf	null	null
w7htm	42.0705882353	159.93399042		10k663	null	null
173fyl	42.0751879699	132.879425477		1r94tb	null	null
1romkr	42.1037735849	186.060394397		1rdu6f	null	null
1nh978	42.1176470588	44.9769645001		1hg7rb	null	null
1jql7t	42.125	115.705886765		ud93e	null	null
1fusqv	42.15	50.6510365146		13b2re	null	null
1eief4	42.1586538462	100.48832128		10sh0u	null	null
13xof9	42.1648351648	123.892568114		o3cc7	null	null
1rjt29	42.1842105263	207.881969961		q7cic	null	null
1rfg3b	42.1845238095	182.183993857		q7yj8	null	null
1rgb2z	42.2025316456	134.486118031		1chx84	null	null
1rda7z	42.2083333333	108.566407929		1ra4s1	null	null
1pdtwh	42.2180451128	211.503900259		1r89ct	null	null
1rcyn9	42.2389380531	176.47879736		1pxnpf	null	null
13u45c	42.24	114.111973079		1ra93z	null	null
1r5ere	42.25	91.9828603105		1r4zn2	null	null
zmdmf	42.2771084337	146.457306025		1roeob	null	null
1lh9uz	42.2903225806	109.892379479		1n8wqd	null	null
1rhl22	42.3	88.6149535914		1rher6	null	null
1bln5v	42.3333333333	38.330434673		19wobb	null	null
1pxu74	42.3333333333	36.9331227431		1rcr05	null	null
1rf411	42.3333333333	55.631725561		19jmr7	null	null
1roysz	42.3333333333	45.8984386082		18ya1k	null	null
kkqoo	42.3333333333	122.932682572		1reu0q	null	null
15gmf8	42.34375	185.525707345		1r9m6g	null	null
1rjtxe	42.3684210526	50.7358593484		1b4ny6	null	null
1ojnej	42.375	24.5760935667		11s1wz	null	null
1rg3qi	42.375	80.471947752		1rmpuq	null	null
1rqddx	42.3849372385	171.121535339		15dxum	null	null
1a47h8	42.3870967742	104.370826915		12gdte	null	null
1rgl1p	42.4242424242	87.8167388049		19vhfm	null	null
1lumc5	42.4285714286	77.4326567188		14d2jo	null	null
1rm2gl	42.4545454545	96.0726022526		1quedp	null	null
17daiu	42.462962963	115.764322042		1ri0nk	null	null
12kveo	42.5	49.5		1rgywi	null	null
1r8182	42.5	94.9926166722		13365k	null	null
1riqpu	42.5052631579	156.160570108		16xu5w	null	null
1rm3lb	42.5463917526	103.149977949		1cqnff	null	null
zx8po	42.5555555556	203.906629564		1rpl4t	null	null
1qtilk	42.5619047619	130.433630181		10lrjq	null	null
1rdcsx	42.5666666667	123.172151434		1rjfma	null	null
1rl5pp	42.5744680851	116.138901555		1nydjz	null	null
1r0km0	42.5974025974	156.713093772		16h93p	null	null
1rq1l5	42.6412556054	191.974976187		y1c03	null	null
1ri0yw	42.6666666667	55.4276304944		1pmxav	null	null
1rb7pd	42.6854166667	168.411261858		1pdzxx	null	null
1rfwje	42.6855895197	170.517365357		1q0eef	null	null
1regc2	42.7142857143	83.2152360461		1r09ur	null	null
1qu1v3	42.7272727273	108.116175654		11c8l2	null	null
1rlfca	42.7361111111	133.636789372		1rmyvd	null	null
1rendq	42.764	162.725081976		1qzg4m	null	null
1eyqcn	42.7659574468	129.337956247		1j2nvd	null	null
1ivmpj	42.78125	119.663260437		1qktak	null	null
1h53ft	42.8	78.1035210474		1pydkr	null	null
1r9il7	42.8041958042	109.913078101		1l4wi8	null	null
1rq98t	42.8060606061	222.72870385		1rgs7h	null	null
1e8q54	42.8166666667	156.083043246		1osgw8	null	null
1roi9d	42.825136612	198.91863955		leyq2	null	null
1dkpjg	42.8253968254	275.751299249		1r1p4g	null	null
1o51l6	42.8269230769	98.8043367847		1njfqr	null	null
1qc722	42.8333333333	42.1640315382		1cya0b	null	null
pljey	42.8347826087	109.875338882		1rfn71	null	null
1rcif4	42.8385093168	135.397409107		173whn	null	null
1r513d	42.8397790055	203.299926583		1b7ban	null	null
1io1fh	42.875	119.453900627		1rd8fz	null	null
1rb1lj	42.9014084507	112.190333946		1rel8x	null	null
1pyrtc	42.9099099099	99.3878152981		1rpfc8	null	null
16nnia	42.9115044248	87.7197425354		10fb9b	null	null
1rq01e	42.9145299145	187.415830574		vql9y	null	null
12m3mk	42.9166666667	175.336086005		16rf74	null	null
1rqa4n	42.9384615385	198.22604633		17ztnm	null	null
xpn6d	42.9404761905	173.18572134		163ome	null	null
1rok6a	42.9586206897	189.921866906		wmckg	null	null
1rd6k7	42.960591133	223.248692589		1rm5cs	null	null
1rbtmu	42.9615384615	139.433325883		1lseat	null	null
1rd53a	42.9754901961	113.919150843		1mryxz	null	null
1rezl8	42.9782608696	147.73632345		jbn18	null	null
1r2fp3	42.9898477157	144.469763575		1r7 u	null	null
10cthj	43	25.7837157912		1rf 1	null	null
13gcqd	43	0		1redbg	null	null
14iehu	43	23.0434372436		lq1y3	null	null
166ue2	43	0		1rad0t	null	null
1gxbtm	43	0		1ri139	null	null
1oc9g8	43	0		1rdjrs	null	null
1oze7h	43	0		1r909x	null	null
1pg400	43	0		1rmd99	null	null
1q8d25	43	0		1rpmpc	null	null
1re3pm	43	32		1k2mc4	null	null
v7ik1	43	0		1rj3fi	null	null
1r3zoi	43.0135135135	90.6135979956		1rkxmr	null	null
16eu22	43.0408163265	107.402724699		1pchun	null	null
1roaan	43.0454545455	182.399468518		16r84w	null	null
18ia29	43.0481927711	174.664146128		1pwnpd	null	null
12c4p1	43.0588235294	256.063174785		1jhsoq	null	null
188xka	43.0700636943	94.3089593011		1q6n77	null	null
1hm013	43.0818181818	129.395316187		1ii3bj	null	null
1r8z5t	43.0981595092	107.686560316		krdm0	null	null
1nfrsm	43.1034482759	102.411053023		mzvrh	null	null
1rbyo7	43.1120689655	96.2020835992		1r2n67	null	null
1rf49g	43.1125	146.860647703		1pevxa	null	null
1roxrv	43.1355140187	205.704295864		mzp34	null	null
1cm309	43.1428571429	82.0791056959		1rnnrt	null	null
1rl348	43.1479289941	155.451076833		12s9t9	null	null
s9ibb	43.1538461538	177.437896461		16tp2q	null	null
1dxq7b	43.1683168317	173.679120841		vdoi8	null	null
xc8e9	43.1696428571	247.197971862		11ugh3	null	null
1azhhk	43.1797752809	96.3720041634		1jcebe	null	null
1rq4cz	43.2175925926	186.762534573		1ajlxe	null	null
